Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
69,3.0,0.0,0.0,337.0,9.0,35.0,3227.0,0.1,-6507.25669528986,0.0,0.0,569.6902396678925,,,,,,,,,,,,,,,,,,,,,-2806.668142771618,2204.259988023168,0.006979034965020993,-6421.860609651547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,0.0,379.0,10.0,42.0,3269.0,0.1,-5899.468603051064,0.0,0.0,573.6826043128967,,,,,,,,,,,,,,,,,,,,,-2374.352922448201,1949.9513456694467,0.007972055930055972,-5811.362694334214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,426.0,11.0,47.0,3316.0,0.1,-6675.863474770413,0.0,0.0,578.3940784931183,,,,,,,,,,,,,,,,,,,,,-3104.0681919041467,2148.9239189825034,0.006979034965020993,-6543.051830359807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,467.0,12.0,41.0,3357.0,0.1,-4217.482289304135,0.0,0.0,582.3020055294037,,,,,,,,,,,,,,,,,,,,,-1536.6841952121454,1449.211104058177,0.012922285286285284,-4162.799673848463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,496.0,13.0,29.0,3386.0,0.1,-4757.809335764733,0.0,0.0,585.1693003177643,,,,,,,,,,,,,,,,,,,,,-1911.1890076347852,1638.9798261724955,0.006979034965020993,-4711.803750240055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,524.0,14.0,28.0,3414.0,0.1,-4497.585663321161,0.0,0.0,588.0197033882141,,,,,,,,,,,,,,,,,,,,,-1749.439489785018,1549.0333579286462,0.006979034965020993,-4457.511923943145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,581.0,15.0,57.0,3471.0,0.1,-8073.656128288601,0.0,0.0,593.4466428756714,,,,,,,,,,,,,,,,,,,,,-3196.258753092457,2557.583267895061,0.005985019985005999,-7907.276024134579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,620.0,16.0,39.0,3510.0,0.1,-5719.614475620873,0.0,0.0,597.4159891605377,,,,,,,,,,,,,,,,,,,,,-2598.223835488983,1958.1397435699853,0.008964083874125915,-5629.537190881377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,647.0,17.0,27.0,3537.0,0.1,-725.6972154573335,0.0,0.0,600.2096292972565,,,,,,,,,,,,,,,,,,,,,-242.86516075572365,241.76718720578202,0.004990009995001,-720.5802961288906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,698.0,18.0,51.0,3588.0,0.1,-1831.9515977649219,0.0,0.0,605.023736000061,,,,,,,,,,,,,,,,,,,,,-753.3335532062326,666.9018445070695,0.014895453637998,-1797.124037502371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,748.0,19.0,50.0,3638.0,0.1,-1175.8424519219009,0.0,0.0,609.7791495323181,,,,,,,,,,,,,,,,,,,,,-416.51715952535056,387.304497586244,0.007972055930055972,-1157.3300968091546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,788.0,20.0,40.0,3678.0,0.1,-647.6407530238372,0.0,0.0,613.8089394569397,,,,,,,,,,,,,,,,,,,,,-180.34100792052675,212.43076714151724,0.008964083874125915,-641.7098907786823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,76.0,1.0,76.0,3754.0,0.1,-1368.8678759940747,0.0,0.0,692.4665954113007,,,,,,,,,,,,,,,,,,,,,-532.5977813636368,438.371447381512,0.020791324035294854,-1331.0512159912048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,148.0,2.0,72.0,3826.0,0.1,-1516.6349141159992,0.0,0.0,698.9795656204224,,,,,,,,,,,,,,,,,,,,,-621.1057300768774,529.7504400272684,0.013909363000998999,-1474.8635537945001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,176.0,3.0,28.0,3854.0,0.1,-399.7587607316245,0.0,0.0,701.7870745658875,,,,,,,,,,,,,,,,,,,,,-115.07275362247056,129.0907234133139,0.006979034965020993,-397.33098827575833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,201.0,4.0,25.0,3879.0,0.1,-301.9625732578883,0.0,0.0,704.4221756458282,,,,,,,,,,,,,,,,,,,,,-160.3160673609549,128.28286612932723,0.007972055930055972,-301.72745033179103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,231.0,5.0,30.0,3909.0,0.1,-1158.0143654049623,0.0,0.0,707.4520561695099,,,,,,,,,,,,,,,,,,,,,-394.13673499665987,389.81512389025283,0.008964083874125915,-1148.4860870430614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,272.0,6.0,41.0,3950.0,0.1,-4205.241238135541,0.0,0.0,711.5625803470612,,,,,,,,,,,,,,,,,,,,,-1683.9802809475582,1424.520646893423,0.007972055930055972,-4144.482867869565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,304.0,7.0,32.0,3982.0,0.1,-4217.117726964303,0.0,0.0,714.7527844905853,,,,,,,,,,,,,,,,,,,,,-1512.8968383447987,1460.266696463413,0.00995511979025179,-4177.054961004319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,355.0,8.0,51.0,4033.0,0.1,-9550.440094188087,0.0,0.0,719.5528357028961,,,,,,,,,,,,,,,,,,,,,-3855.098470971028,3150.8604700792903,0.00995511979025179,-9372.565831265269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,388.0,9.0,33.0,4066.0,0.1,-5708.323805255955,0.0,0.0,722.7700860500336,,,,,,,,,,,,,,,,,,,,,-2348.6329327678236,1976.2628352529723,0.007972055930055972,-5642.0974713197875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,424.0,10.0,36.0,4102.0,0.1,-6250.68093185852,0.0,0.0,726.6003413200378,,,,,,,,,,,,,,,,,,,,,-2816.4899735418817,2073.6988196025327,0.005985019985005999,-6161.604339886448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,453.0,11.0,29.0,4131.0,0.1,-3754.761055466496,0.0,0.0,729.6011309623718,,,,,,,,,,,,,,,,,,,,,-1550.0819366253884,1338.4057186957336,0.007972055930055972,-3717.239440946816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,484.0,12.0,31.0,4162.0,0.1,-3021.2049008669956,0.0,0.0,732.7202689647675,,,,,,,,,,,,,,,,,,,,,-1134.9604705891036,1040.2234452429177,0.008964083874125915,-2992.0021385537043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,523.0,13.0,39.0,4201.0,0.1,-6697.188393028135,0.0,0.0,736.4318325519562,,,,,,,,,,,,,,,,,,,,,-2691.611873225442,2268.426735135748,0.008964083874125915,-6605.419764080745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,548.0,14.0,25.0,4226.0,0.1,-3818.963534085547,0.0,0.0,739.0359282493591,,,,,,,,,,,,,,,,,,,,,-1442.30531699134,1335.2175094078286,0.006979034965020993,-3790.483076831351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,577.0,15.0,29.0,4255.0,0.1,-4122.669192853714,0.0,0.0,742.3267245292664,,,,,,,,,,,,,,,,,,,,,-1675.5238641187727,1452.715286408557,0.007972055930055972,-4082.239397349573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,608.0,16.0,31.0,4286.0,0.1,-4232.15643574729,0.0,0.0,745.507613658905,,,,,,,,,,,,,,,,,,,,,-1925.7457261652075,1443.849257005208,0.005985019985005999,-4180.815768958317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,681.0,17.0,73.0,4359.0,0.1,-2880.7367432260817,0.0,0.0,752.2078673839569,,,,,,,,,,,,,,,,,,,,,-1099.7820750000785,908.5490047437194,0.013909363000998999,-2806.0619696283675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,740.0,18.0,59.0,4418.0,0.1,-1140.8297619482908,0.0,0.0,757.6763212680817,,,,,,,,,,,,,,,,,,,,,-455.2309805744594,354.28145593341736,0.00995511979025179,-1116.20242273745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,783.0,19.0,43.0,4461.0,0.1,-739.8886518117619,0.0,0.0,761.7714972496033,,,,,,,,,,,,,,,,,,,,,-240.12690635669094,246.86719622443192,1.710431314471615,-731.0245128395904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,817.0,20.0,34.0,4495.0,0.1,-469.3359660641682,0.0,0.0,765.281760931015,,,,,,,,,,,,,,,,,,,,,-130.32113340112906,150.995511148693,0.008964083874125915,-465.8362542006768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,65.0,1.0,65.0,4560.0,0.1,-1613.3737148072744,0.0,0.0,843.7129054069519,,,,,,,,,,,,,,,,,,,,,-612.9167915618657,505.44364484801935,0.007972055930055972,-1576.685918506849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,142.0,2.0,77.0,4637.0,0.1,-1957.51269516609,0.0,0.0,850.9103798866272,,,,,,,,,,,,,,,,,,,,,-942.2622009512104,604.5277765515831,0.008964083874125915,-1888.73408512902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,169.0,3.0,27.0,4664.0,0.1,-279.13115403535966,0.0,0.0,853.6651902198792,,,,,,,,,,,,,,,,,,,,,-61.50866191445902,89.16841082126602,0.007972055930055972,-278.02619452652766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,227.0,4.0,58.0,4722.0,0.1,-1266.6542103696286,0.0,0.0,859.1350064277649,,,,,,,,,,,,,,,,,,,,,-719.762595950343,528.5217813264471,0.00995511979025179,-1267.7645267311218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,284.0,5.0,57.0,4779.0,0.1,-1529.3798225234764,0.0,0.0,864.4226105213165,,,,,,,,,,,,,,,,,,,,,-340.4879761735923,479.21042155783556,0.030539463704177348,-1512.9964878608143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,309.0,6.0,25.0,4804.0,0.1,-2016.8458734678447,0.0,0.0,866.9877111911774,,,,,,,,,,,,,,,,,,,,,-761.2861449029187,734.9754412572215,0.006979034965020993,-2001.8153487273776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,337.0,7.0,28.0,4832.0,0.1,-3739.1639392428824,0.0,0.0,870.0302102565765,,,,,,,,,,,,,,,,,,,,,-1410.5454065770136,1298.0917284172992,0.007972055930055972,-3707.0791190176446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,396.0,8.0,59.0,4891.0,0.1,-11587.320035597932,0.0,0.0,875.5076901912689,,,,,,,,,,,,,,,,,,,,,-4902.028666996539,3724.8733879699944,0.008964083874125915,-11320.730484483625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,434.0,9.0,38.0,4929.0,0.1,-5636.154305363089,0.0,0.0,879.186740398407,,,,,,,,,,,,,,,,,,,,,-2193.0882533383033,1894.060334727553,0.008964083874125915,-5563.939266329631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,471.0,10.0,37.0,4966.0,0.1,-6064.822926404894,0.0,0.0,882.8702738285065,,,,,,,,,,,,,,,,,,,,,-2612.1597351924047,2058.55981041429,0.007972055930055972,-5980.127290656802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,510.0,11.0,39.0,5005.0,0.1,-5164.410897171784,0.0,0.0,886.6187241077423,,,,,,,,,,,,,,,,,,,,,-2298.8325447890566,1743.1959915013338,0.007972055930055972,-5084.921185374578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,541.0,12.0,31.0,5036.0,0.1,-3312.7895130939432,0.0,0.0,889.9704942703247,,,,,,,,,,,,,,,,,,,,,-1289.6977294612786,1139.417625935035,0.007972055930055972,-3279.3643327818772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,585.0,13.0,44.0,5080.0,0.1,-7463.7089185566765,0.0,0.0,894.1603300571442,,,,,,,,,,,,,,,,,,,,,-2929.221681440121,2512.1033019892757,0.00995511979025179,-7349.514844747965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,619.0,14.0,34.0,5114.0,0.1,-6142.958459399852,0.0,0.0,897.5360355377197,,,,,,,,,,,,,,,,,,,,,-2508.302266319059,2068.853048717506,0.006979034965020993,-6069.809731999272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,653.0,15.0,34.0,5148.0,0.1,-5087.185052671231,0.0,0.0,900.9016268253326,,,,,,,,,,,,,,,,,,,,,-2122.194601997274,1747.892324620395,0.007972055930055972,-5025.075562252267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,681.0,16.0,28.0,5176.0,0.1,-3579.4190745676733,0.0,0.0,903.9317455291748,,,,,,,,,,,,,,,,,,,,,-1541.1228760806491,1263.0092362092382,0.006979034965020993,-3543.3507922711674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,721.0,17.0,40.0,5216.0,0.1,-1965.8758798646209,0.0,0.0,907.8252561092377,,,,,,,,,,,,,,,,,,,,,-949.5852435325112,642.4527207644744,0.006979034965020993,-1931.7540464621986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,784.0,18.0,63.0,5279.0,0.1,-1361.017053264069,0.0,0.0,913.6149909496307,,,,,,,,,,,,,,,,,,,,,-524.6693940356125,436.76148698321794,2.317784081065673,-1330.6227964098491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,842.0,19.0,58.0,5337.0,0.1,-2419.77381411395,0.0,0.0,919.0400993824005,,,,,,,,,,,,,,,,,,,,,-1405.30130970769,772.8069666152504,0.006979034965020993,-2342.949894990992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,889.0,20.0,47.0,5384.0,0.1,-2075.104898214659,0.0,0.0,923.6215643882751,,,,,,,,,,,,,,,,,,,,,-1101.0040509069731,680.2462484361599,0.006979034965020993,-2027.41050141436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,93.0,1.0,93.0,5477.0,0.1,-3113.778702055802,0.0,0.0,1012.4748983383179,,,,,,,,,,,,,,,,,,,,,-1984.088161940027,884.0174674071877,0.006979034965020993,-2935.125819508578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,121.0,2.0,28.0,5505.0,0.1,-1410.1311752043246,0.0,0.0,1015.4797780513763,,,,,,,,,,,,,,,,,,,,,-662.9544868238237,517.2131645971308,0.006979034965020993,-1394.3557667509926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,189.0,3.0,68.0,5573.0,0.1,-2031.561612081277,0.0,0.0,1021.9946072101593,,,,,,,,,,,,,,,,,,,,,-1008.8698721706763,665.3731195148277,0.007972055930055972,-1966.8902744322606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,219.0,4.0,30.0,5603.0,0.1,-221.53545116285576,0.0,0.0,1024.9801681041718,,,,,,,,,,,,,,,,,,,,,-106.84413413805154,92.03997940076903,0.008964083874125915,-221.706019132868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,250.0,5.0,31.0,5634.0,0.1,-1177.6597404761444,0.0,0.0,1028.1312737464905,,,,,,,,,,,,,,,,,,,,,-366.56421073262914,398.21111286388964,0.00995511979025179,-1168.6323460030928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,278.0,6.0,28.0,5662.0,0.1,-2381.7606397904597,0.0,0.0,1031.004775762558,,,,,,,,,,,,,,,,,,,,,-925.0721673019067,846.9628057600279,0.006979034965020993,-2360.5774133553055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,308.0,7.0,30.0,5692.0,0.1,-4503.675393845586,0.0,0.0,1034.232959985733,,,,,,,,,,,,,,,,,,,,,-1778.918059562027,1545.694147674612,0.006979034965020993,-4459.22183650991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,339.0,8.0,31.0,5723.0,0.1,-5567.438320024263,0.0,0.0,1037.3166692256927,,,,,,,,,,,,,,,,,,,,,-2320.4357064477185,1880.4981661130923,0.005985019985005999,-5506.512331274601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,366.0,9.0,27.0,5750.0,0.1,-3746.1336007402124,0.0,0.0,1040.1335101127625,,,,,,,,,,,,,,,,,,,,,-1429.2062806290253,1292.1887855111408,0.006979034965020993,-3714.97125870939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,398.0,10.0,32.0,5782.0,0.1,-4142.473361760476,0.0,0.0,1043.323767900467,,,,,,,,,,,,,,,,,,,,,-1629.840516290973,1390.3023475581426,0.006979034965020993,-4098.511389506789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,444.0,11.0,46.0,5828.0,0.1,-5084.966699684448,0.0,0.0,1047.7059390544891,,,,,,,,,,,,,,,,,,,,,-2098.3348868187195,1647.8010390439451,0.007972055930055972,-4998.435166789202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,471.0,12.0,27.0,5855.0,0.1,-2785.7298067617626,0.0,0.0,1050.6915245056152,,,,,,,,,,,,,,,,,,,,,-1093.884341352433,966.561153697593,0.006979034965020993,-2761.715599027705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,498.0,13.0,27.0,5882.0,0.1,-3929.064630967531,0.0,0.0,1053.4898462295532,,,,,,,,,,,,,,,,,,,,,-1466.4984229278646,1374.6910487295443,0.007972055930055972,-3897.259795880445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,532.0,14.0,34.0,5916.0,0.1,-5811.576359442818,0.0,0.0,1056.967970609665,,,,,,,,,,,,,,,,,,,,,-2260.3078606001463,1981.0813949935425,0.007972055930055972,-5746.212571112068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,562.0,15.0,30.0,5946.0,0.1,-4232.3276582464705,0.0,0.0,1060.0537376403809,,,,,,,,,,,,,,,,,,,,,-1654.616995584573,1502.125481564942,0.008964083874125915,-4191.067091494833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,592.0,16.0,30.0,5976.0,0.1,-3908.985964854966,0.0,0.0,1063.0390055179596,,,,,,,,,,,,,,,,,,,,,-1715.7971477913566,1362.6429231972984,0.006979034965020993,-3865.238662507579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,638.0,17.0,46.0,6022.0,0.1,-918.6300827997696,0.0,0.0,1067.646995306015,,,,,,,,,,,,,,,,,,,,,-221.7967306548646,293.5200348047204,0.011934219505791075,-910.2470169765818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,673.0,18.0,35.0,6057.0,0.1,-1492.6442353073148,0.0,0.0,1071.0891890525818,,,,,,,,,,,,,,,,,,,,,-748.5277657717305,529.1495989293671,0.006979034965020993,-1469.383060242729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,716.0,19.0,43.0,6100.0,0.1,-749.301830365017,0.0,0.0,1075.2248375415802,,,,,,,,,,,,,,,,,,,,,-216.5602868439856,250.86183527199572,0.007972055930055972,-741.471940439664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,764.0,20.0,48.0,6148.0,0.1,-648.981223487174,0.0,0.0,1079.8360755443573,,,,,,,,,,,,,,,,,,,,,-215.72070486478012,193.37727568207703,0.012922285286285284,-639.9058013505643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,30.0,1.0,30.0,6178.0,0.1,-1374.8941211797667,0.0,0.0,1152.3260290622711,,,,,,,,,,,,,,,,,,,,,-636.6620802882438,504.32106335466113,0.007972055930055972,-1358.509920101402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,61.0,2.0,31.0,6209.0,0.1,-513.252613704093,0.0,0.0,1155.6615171432495,,,,,,,,,,,,,,,,,,,,,-160.25787622700196,164.79483078881748,0.007972055930055972,-509.3027156696795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,96.0,3.0,35.0,6244.0,0.1,-460.8638753628126,0.0,0.0,1159.1235611438751,,,,,,,,,,,,,,,,,,,,,-121.10593287132504,147.1825958914849,0.011934219505791075,-457.53978975203046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,120.0,4.0,24.0,6268.0,0.1,-298.61454472534194,0.0,0.0,1161.6504554748535,,,,,,,,,,,,,,,,,,,,,-167.33302994468156,122.30330111952134,0.005985019985005999,-298.0101554531342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,145.0,5.0,25.0,6293.0,0.1,-909.830044043493,0.0,0.0,1164.3047091960907,,,,,,,,,,,,,,,,,,,,,-295.32110251718285,311.0690124125494,0.006979034965020993,-904.2546214688796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,172.0,6.0,27.0,6320.0,0.1,-2231.017116587241,0.0,0.0,1167.0668144226074,,,,,,,,,,,,,,,,,,,,,-843.1967743894268,804.5469543307979,0.006979034965020993,-2212.6739388825554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,198.0,7.0,26.0,6346.0,0.1,-3564.5371882152003,0.0,0.0,1170.0063180923462,,,,,,,,,,,,,,,,,,,,,-1372.4801359083895,1241.4296111932192,0.006979034965020993,-3535.9210107821377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,235.0,8.0,37.0,6383.0,0.1,-6876.847876273848,0.0,0.0,1173.6707906723022,,,,,,,,,,,,,,,,,,,,,-2910.365222892257,2269.4855686408728,0.005985019985005999,-6782.723026356524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,269.0,9.0,34.0,6417.0,0.1,-4756.259686169938,0.0,0.0,1176.996155500412,,,,,,,,,,,,,,,,,,,,,-1759.893747028962,1616.980936565691,0.008964083874125915,-4705.830253447598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,314.0,10.0,45.0,6462.0,0.1,-7582.162306108596,0.0,0.0,1181.323932647705,,,,,,,,,,,,,,,,,,,,,-3221.023524267718,2513.9953571926108,0.007972055930055972,-7452.113021446423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,365.0,11.0,51.0,6513.0,0.1,-5884.6828188618565,0.0,0.0,1186.400060892105,,,,,,,,,,,,,,,,,,,,,-2431.9220717207127,1898.4067801080816,0.007972055930055972,-5772.193407826352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,389.0,12.0,24.0,6537.0,0.1,-2307.9974510449156,0.0,0.0,1188.943054676056,,,,,,,,,,,,,,,,,,,,,-895.6972337235899,796.8668956940356,0.005985019985005999,-2291.080587530024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,418.0,13.0,29.0,6566.0,0.1,-4403.431533583052,0.0,0.0,1191.9222149848938,,,,,,,,,,,,,,,,,,,,,-1673.2190338561707,1526.1284263085797,0.007972055930055972,-4363.631080130405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,448.0,14.0,30.0,6596.0,0.1,-5324.55208703889,0.0,0.0,1194.9618339538574,,,,,,,,,,,,,,,,,,,,,-2193.864249628282,1801.771007330631,0.005985019985005999,-5269.269429138892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,475.0,15.0,27.0,6623.0,0.1,-4180.802527012733,0.0,0.0,1197.7813129425049,,,,,,,,,,,,,,,,,,,,,-1816.1418393310344,1451.7325955882923,0.005985019985005999,-4140.042642593341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
